0, 0, 24, 24, 2000
0, 1, 24, 68, 2000
0, 2, 68, 24, 2000
0, 3, 68, 68, 2000
1, 0, 24.3, 24.3, 2000
1, 1, 24.3, 68.3, 2000
1, 2, 68.3, 24.3, 2000
1, 3, 68.3, 68.3, 2000
2, 0, 24.6, 24.6, 2000
2, 1, 24.6, 68.6, 2000
2, 2, 68.6, 24.6, 2000
2, 3, 68.6, 68.6, 2000
3, 0, 24.9, 24.9, 2000
3, 1, 24.9, 68.9, 2000
3, 2, 68.9, 24.9, 2000
3, 3, 68.9, 68.9, 2000
4, 0, 25.2, 25.2, 2000
4, 1, 25.2, 69.2, 2000
4, 2, 69.2, 25.2, 2000
4, 3, 69.2, 69.2, 2000
5, 0, 25.5, 25.5, 2000
5, 1, 25.5, 69.5, 2000
5, 2, 69.5, 25.5, 2000
5, 3, 69.5, 69.5, 2000
6, 0, 25.8, 25.8, 2000
6, 1, 25.8, 69.8, 2000
6, 2, 69.8, 25.8, 2000
6, 3, 69.8, 69.8, 2000
7, 0, 26.1, 26.1, 2000
7, 1, 26.1, 70.1, 2000
7, 2, 70.1, 26.1, 2000
7, 3, 70.1, 70.1, 2000
8, 0, 26.4, 26.4, 2000
8, 1, 26.4, 70.4, 2000
8, 2, 70.4, 26.4, 2000
8, 3, 70.4, 70.4, 2000
9, 0, 26.7, 26.7, 2000
9, 1, 26.7, 70.7, 2000
9, 2, 70.7, 26.7, 2000
9, 3, 70.7, 70.7, 2000
10, 0, 27, 27, 2000
10, 1, 27, 71, 2000
10, 2, 71, 27, 2000
10, 3, 71, 71, 2000
11, 0, 27.3, 27.3, 2000
11, 1, 27.3, 71.3, 2000
11, 2, 71.3, 27.3, 2000
11, 3, 71.3, 71.3, 2000
12, 0, 27.6, 27.6, 2000
12, 1, 27.6, 71.6, 2000
12, 2, 71.6, 27.6, 2000
12, 3, 71.6, 71.6, 2000
13, 0, 27.9, 27.9, 2000
13, 1, 27.9, 71.9, 2000
13, 2, 71.9, 27.9, 2000
13, 3, 71.9, 71.9, 2000
14, 0, 28.2, 28.2, 2000
14, 1, 28.2, 72.2, 2000
14, 2, 72.2, 28.2, 2000
14, 3, 72.2, 72.2, 2000
15, 0, 28.5, 28.5, 2000
15, 1, 28.5, 72.5, 2000
15, 2, 72.5, 28.5, 2000
15, 3, 72.5, 72.5, 2000
16, 0, 28.8, 28.8, 2000
16, 1, 28.8, 72.8, 2000
16, 2, 72.8, 28.8, 2000
16, 3, 72.8, 72.8, 2000
17, 0, 29.1, 29.1, 2000
17, 1, 29.1, 73.1, 2000
17, 2, 73.1, 29.1, 2000
17, 3, 73.1, 73.1, 2000
18, 0, 29.4, 29.4, 2000
18, 1, 29.4, 73.4, 2000
18, 2, 73.4, 29.4, 2000
18, 3, 73.4, 73.4, 2000
19, 0, 29.7, 29.7, 2000
19, 1, 29.7, 73.7, 2000
19, 2, 73.7, 29.7, 2000
19, 3, 73.7, 73.7, 2000
20, 0, 30, 30, 2000
20, 1, 30, 74, 2000
20, 2, 74, 30, 2000
20, 3, 74, 74, 2000
21, 0, 30.3, 30.3, 2000
21, 1, 30.3, 74.3, 2000
21, 2, 74.3, 30.3, 2000
21, 3, 74.3, 74.3, 2000
22, 0, 30.6, 30.6, 2000
22, 1, 30.6, 74.6, 2000
22, 2, 74.6, 30.6, 2000
22, 3, 74.6, 74.6, 2000
23, 0, 30.9, 30.9, 2000
23, 1, 30.9, 74.9, 2000
23, 2, 74.9, 30.9, 2000
23, 3, 74.9, 74.9, 2000
24, 0, 31.2, 31.2, 2000
24, 1, 31.2, 75.2, 2000
24, 2, 75.2, 31.2, 2000
24, 3, 75.2, 75.2, 2000
25, 0, 31.5, 31.5, 2000
25, 1, 31.5, 75.5, 2000
25, 2, 75.5, 31.5, 2000
25, 3, 75.5, 75.5, 2000
26, 0, 31.8, 31.8, 2000
26, 1, 31.8, 75.8, 2000
26, 2, 75.8, 31.8, 2000
26, 3, 75.8, 75.8, 2000
27, 0, 32.1, 32.1, 2000
27, 1, 32.1, 76.1, 2000
27, 2, 76.1, 32.1, 2000
27, 3, 76.1, 76.1, 2000
28, 0, 32.4, 32.4, 2000
28, 1, 32.4, 76.4, 2000
28, 2, 76.4, 32.4, 2000
28, 3, 76.4, 76.4, 2000
29, 0, 32.7, 32.7, 2000
29, 1, 32.7, 76.7, 2000
29, 2, 76.7, 32.7, 2000
29, 3, 76.7, 76.7, 2000
30, 0, 33, 33, 2000
30, 1, 33, 77, 2000
30, 2, 77, 33, 2000
30, 3, 77, 77, 2000
31, 0, 33.3, 33.3, 2000
31, 1, 33.3, 77.3, 2000
31, 2, 77.3, 33.3, 2000
31, 3, 77.3, 77.3, 2000
32, 0, 33.6, 33.6, 2000
32, 1, 33.6, 77.6, 2000
32, 2, 77.6, 33.6, 2000
32, 3, 77.6, 77.6, 2000
33, 0, 33.9, 33.9, 2000
33, 1, 33.9, 77.9, 2000
33, 2, 77.9, 33.9, 2000
33, 3, 77.9, 77.9, 2000
34, 0, 34.2, 34.2, 2000
34, 1, 34.2, 78.2, 2000
34, 2, 78.2, 34.2, 2000
34, 3, 78.2, 78.2, 2000
35, 0, 34.5, 34.5, 2000
35, 1, 34.5, 78.5, 2000
35, 2, 78.5, 34.5, 2000
35, 3, 78.5, 78.5, 2000
36, 0, 34.8, 34.8, 2000
36, 1, 34.8, 78.8, 2000
36, 2, 78.8, 34.8, 2000
36, 3, 78.8, 78.8, 2000
37, 0, 35.1, 35.1, 2000
37, 1, 35.1, 79.1, 2000
37, 2, 79.1, 35.1, 2000
37, 3, 79.1, 79.1, 2000
38, 0, 35.4, 35.4, 2000
38, 1, 35.4, 79.4, 2000
38, 2, 79.4, 35.4, 2000
38, 3, 79.4, 79.4, 2000
39, 0, 35.7, 35.7, 2000
39, 1, 35.7, 79.7, 2000
39, 2, 79.7, 35.7, 2000
39, 3, 79.7, 79.7, 2000
40, 0, 36, 36, 2000
40, 1, 36, 80, 2000
40, 2, 80, 36, 2000
40, 3, 80, 80, 2000
41, 0, 36.3, 36.3, 2000
41, 1, 36.3, 80.3, 2000
41, 2, 80.3, 36.3, 2000
41, 3, 80.3, 80.3, 2000
42, 0, 36.6, 36.6, 2000
42, 1, 36.6, 80.6, 2000
42, 2, 80.6, 36.6, 2000
42, 3, 80.6, 80.6, 2000
43, 0, 36.9, 36.9, 2000
43, 1, 36.9, 80.9, 2000
43, 2, 80.9, 36.9, 2000
43, 3, 80.9, 80.9, 2000
44, 0, 37.2, 37.2, 2000
44, 1, 37.2, 81.2, 2000
44, 2, 81.2, 37.2, 2000
44, 3, 81.2, 81.2, 2000
45, 0, 37.5, 37.5, 2000
45, 1, 37.5, 81.5, 2000
45, 2, 81.5, 37.5, 2000
45, 3, 81.5, 81.5, 2000
46, 0, 37.8, 37.8, 2000
46, 1, 37.8, 81.8, 2000
46, 2, 81.8, 37.8, 2000
46, 3, 81.8, 81.8, 2000
47, 0, 38.1, 38.1, 2000
47, 1, 38.1, 82.1, 2000
47, 2, 82.1, 38.1, 2000
47, 3, 82.1, 82.1, 2000
48, 0, 38.4, 38.4, 2000
48, 1, 38.4, 82.4, 2000
48, 2, 82.4, 38.4, 2000
48, 3, 82.4, 82.4, 2000
49, 0, 38.7, 38.7, 2000
49, 1, 38.7, 82.7, 2000
49, 2, 82.7, 38.7, 2000
49, 3, 82.7, 82.7, 2000
50, 0, 39, 39, 2000
50, 1, 39, 83, 2000
50, 2, 83, 39, 2000
